"x", "f", "df", "d2f"
3.612828, -1.640180, -3.670158
3.644244, -1.755618, -3.674497
3.675660, -1.871054, -3.674433
3.707076, -1.986341, -3.669691
3.738492, -2.101335, -3.660364
3.769908, -2.215887, -3.646295
3.801324, -2.329849, -3.627515
3.832740, -2.443071, -3.603960
3.864156, -2.555403, -3.575630
3.895572, -2.666693, -3.542462
3.926987, -2.776790, -3.504600
3.958403, -2.885543, -3.461707
3.989819, -2.992799, -3.414057
4.021235, -3.098406, -3.361567
4.052651, -3.202214, -3.304304
4.084067, -3.304071, -3.242201
4.115483, -3.403828, -3.175357
4.146899, -3.501335, -3.103737
4.178315, -3.596444, -3.027406
4.209731, -3.689008, -2.946397
4.241146, -3.778882, -2.860863
4.272562, -3.865923, -2.770595
4.303978, -3.949990, -2.675929
4.335394, -4.030942, -2.576776
4.366810, -4.108642, -2.473262
4.398226, -4.182956, -2.365483
4.429642, -4.253753, -2.253533
4.461058, -4.320901, -2.137382
4.492474, -4.384277, -2.017316
4.523890, -4.443756, -1.893271
4.555305, -4.499219, -1.765494
4.586721, -4.550552, -1.633976
4.618137, -4.597640, -1.498854
4.649553, -4.640377, -1.360358
4.680969, -4.678659, -1.218551
4.712385, -4.712385, -1.073529
4.743801, -4.741461, -0.925516
4.775217, -4.765795, -0.774573
4.806633, -4.785303, -0.620957
4.838049, -4.799902, -0.464700
4.869464, -4.809516, -0.306032
4.900880, -4.814076, -0.145149
4.932296, -4.813515, 0.017857
4.963712, -4.807773, 0.182773
4.995128, -4.796796, 0.349408
5.026544, -4.780534, 0.517634
5.057960, -4.758945, 0.687198
5.089376, -4.731990, 0.858002
5.120792, -4.699639, 1.029762
5.152208, -4.661866, 1.202349
5.183623, -4.618653, 1.375553
5.215039, -4.569985, 1.549147
5.246455, -4.515856, 1.722976
5.277871, -4.456267, 1.896772
5.309287, -4.391222, 2.070442
5.340703, -4.320734, 2.243697
5.372119, -4.244822, 2.416348
5.403535, -4.163511, 2.588203
5.434951, -4.076833, 2.759040
5.466367, -3.984827, 2.928635
5.497782, -3.887537, 3.096928
5.529198, -3.785016, 3.263337
5.560614, -3.677320, 3.428062
5.592030, -3.564515, 3.590686
5.623446, -3.446671, 3.751082
5.654862, -3.323866, 3.908995
5.686278, -3.196185, 4.064203
5.717694, -3.063717, 4.216578
5.749110, -2.926559, 4.365865
5.780526, -2.784814, 4.511873
5.811941, -2.638592, 4.654528
5.843357, -2.488007, 4.793258
5.874773, -2.333181, 4.928253
5.906189, -2.174241, 5.059206
5.937605, -2.011320, 5.185924
5.969021, -1.844558, 5.308187
6.000437, -1.674098, 5.425898
6.031853, -1.500091, 5.538802
6.063269, -1.322691, 5.646804
6.094685, -1.142061, 5.749618
6.126100, -0.958365, 5.847398
6.157516, -0.771773, 5.939394
6.188932, -0.582462, 6.025942
6.220348, -0.390612, 6.106761
6.251764, -0.196406, 6.181755
6.283180, -0.000033, 6.250732
